자치구명,법정동명,건물면적(㎡),물건금액(만원)
강남구,역삼동,627.91,626000
강남구,일원동,121.71,309500
강남구,일원동,121.71,309500
강남구,도곡동,152.74,368500
강남구,압구정동,152.28,580000
강남구,개포동,96.955,380000
강남구,청담동,118.53,210000
강남구,역삼동,144.431,280000
강남구,대치동,94.49,379000
강남구,논현동,230.11,310000
강남구,논현동,281.57,450000
강남구,논현동,281.57,450000
강남구,수서동,97.63,160000
강남구,수서동,163.68,230000
강남구,율현동,196.56,357000
강남구,수서동,129.45,200000
강남구,도곡동,122.81,277000
강남구,대치동,94.49,361500
강남구,일원동,134.71,242500
강남구,개포동,131.83,248000
강남구,개포동,99.967,320000
강남구,도곡동,119.89,305000
강남구,도곡동,134.902,370000
강남구,논현동,114.498,210000
강남구,대치동,145.83,435000
강남구,압구정동,116.94,400000
강남구,대치동,93.4,328000
강남구,수서동,97.63,179000
강남구,삼성동,237.74,600000
강남구,청담동,93.31,300000
강남구,압구정동,196.7,679000
강남구,대치동,161.46,520000
강남구,신사동,506.77,750000
강남구,일원동,99.79,207000
강남구,삼성동,148.5,212000
강남구,대치동,85.0,230000
강남구,대치동,128.03,300000
강남구,압구정동,106.48,310000
강남구,도곡동,141.381,377000
강남구,논현동,114.34,202000
강남구,압구정동,152.28,570000
강남구,압구정동,117.9,520000
강남구,압구정동,157.36,523000
강남구,압구정동,160.29,610000
강남구,삼성동,322.48,500000
강남구,신사동,500.81,700000
강남구,삼성동,175.05,635000
강남구,신사동,727.16,1000000
강남구,수서동,129.05,147000
강남구,신사동,727.16,1000000
강남구,역삼동,114.6,290000
강남구,도곡동,153.71,227000
강남구,일원동,134.438,234000
강남구,청담동,114.83,215000
강남구,대치동,115.05,330000
강남구,개포동,156.96,795000
강남구,대치동,99.26,100000
강남구,대치동,114.15,445000
강남구,개포동,156.96,795000
강남구,자곡동,91.96,168500
강남구,도곡동,134.789,280000
강남구,개포동,132.99,262500
강남구,삼성동,85.0,163000
강남구,신사동,263.3,547500
강남구,도곡동,134.9,380000
강남구,논현동,157.41,350000
강남구,대치동,110.39,280000
강남구,역삼동,114.02,269000
강남구,논현동,134.83,125000
강남구,대치동,117.7,323400
강남구,대치동,127.78,405000
강남구,도곡동,130.55,257000
강남구,도곡동,130.26,270000
강남구,대치동,91.93,310000
강남구,대치동,128.01,340000
강남구,수서동,97.63,166000
강남구,압구정동,196.84,800000
강남구,개포동,123.28,305000
강남구,대치동,126.33,358000
강남구,역삼동,116.29,298000
강남구,논현동,240.03,468000
강남구,대치동,126.33,329000
강남구,도곡동,244.77,615000
강남구,도곡동,164.2,285000
강남구,압구정동,160.28,620000
강남구,압구정동,170.81,590000
강남구,압구정동,110.82,410000
강남구,도곡동,222.48,710000
강남구,도곡동,214.97,580000
강남구,압구정동,110.82,410000
강남구,수서동,146.69,317000
강남구,청담동,89.36,380000
강남구,청담동,125.75,315000
강남구,대치동,95.13,50000
강남구,압구정동,196.7,660000
강남구,일원동,107.6,189000
강남구,도곡동,163.05,238000
강남구,논현동,111.08,133500
강남구,청담동,244.49,460000
강남구,신사동,138.42,163000
강남구,대치동,117.7,340000
강남구,대치동,136.68,390000
강남구,청담동,164.54,550000
강남구,청담동,188.51,480000
강남구,도곡동,164.97,481000
강남구,대치동,126.33,325000
강남구,삼성동,159.69,258000
강남구,삼성동,611.08,550000
강남구,개포동,1441.64,1190000
강남구,청담동,107.22,210000
강남구,대치동,224.65,475000
강남구,압구정동,196.7,650000
강남구,개포동,182.2,340000
강남구,논현동,108.35,50500
강남구,논현동,476.11,615000
강남구,압구정동,183.41,675000
강남구,압구정동,117.26,400000
강남구,논현동,90.94,148500
강남구,대치동,128.03,308000
강남구,삼성동,121.93,300000
강남구,대치동,128.03,308000
강남구,개포동,85.0,301198
강남구,압구정동,108.15,415000
강남구,압구정동,108.15,415000
강남구,신사동,184.63,270000
강남구,개포동,131.83,260000
강남구,압구정동,91.21,375000
강남구,개포동,131.83,282000
강남구,역삼동,449.82,630000
강남구,도곡동,85.0,282000
강남구,압구정동,115.23,418000
강남구,일원동,107.6,193500
강남구,도곡동,163.57,400000
강남구,청담동,138.56,390000
강남구,청담동,138.56,390000
강남구,대치동,161.36,400000
강남구,대치동,136.68,397000
강남구,대치동,101.78,94899
강남구,도곡동,115.15,225000
강남구,도곡동,222.48,497000
강남구,역삼동,92.62,243000
강남구,도곡동,119.33,100000
강남구,압구정동,160.52,600000
강남구,압구정동,144.7,495000
강남구,대치동,128.01,350000
강남구,역삼동,149.7,322000
강남구,개포동,96.96,315000
강남구,대치동,127.78,395000
강남구,도곡동,240.55,570000
강남구,역삼동,118.03,320000
강남구,대치동,191.07,482000
강남구,압구정동,160.28,520000
강남구,대치동,621.44,700000
강남구,일원동,101.97,171000
강남구,개포동,132.99,490000
강남구,청담동,109.53,350000
강남구,삼성동,175.05,900000
강남구,도곡동,152.74,367500
강남구,도곡동,244.66,733000
강남구,청담동,109.31,217000
강남구,역삼동,89.83,69000
강남구,역삼동,116.29,295000
강남구,개포동,85.0,299000
강남구,역삼동,116.29,289000
강남구,도곡동,209.03,375000
강남구,개포동,108.09,223000
강남구,도곡동,130.26,264000
강남구,압구정동,157.36,540000
강남구,삼성동,213.44,425000
강남구,청담동,107.22,210000
강남구,청담동,107.22,210000
강남구,청담동,171.1,545000
강남구,도곡동,146.75,239000
강남구,도곡동,146.75,239000
강남구,도곡동,124.1,238000
강남구,청담동,200.88,440000
강남구,압구정동,108.36,390000
강남구,도곡동,185.622,550000
강남구,도곡동,185.62,550000
강남구,청담동,114.83,222000
강남구,대치동,239.83,493500
강남구,삼성동,114.46,380000
강남구,대치동,97.35,260000
강남구,대치동,127.61,345000
강남구,논현동,106.46,60000
강남구,수서동,129.45,200000
강남구,자곡동,91.96,182000
강남구,압구정동,117.91,535000
강남구,청담동,145.69,333500
강남구,압구정동,183.41,627000
강남구,삼성동,366.6,420000
강남구,대치동,114.14,478500
강남구,삼성동,195.39,720000
강남구,삼성동,360.16,688000
강남구,세곡동,165.54,520000
강남구,삼성동,114.46,322000
강남구,압구정동,111.38,390000
강남구,도곡동,115.63,315000
